short_content,true_category,predicted_category,confidence,second_predicted_category,second_confidence,top2_margin,is_correct,agent_decision,assigned_route,needs_human_review,agent_explanation
"Samsung Soçi 2014 Kampanyasının tanıttı Olimpiyat Oyunları nın resmi sponsoru Samsung, uluslararası spor platformları açısından büyük öneme sahip olan Soçi 2014 Kış Olimpiyatlarına destek olmak amacıyla hazırladığı kampanyayı başlattı. Londra 2012 Olimpiyat Oyunları kampanyasının elde ettiği başarının ardından Samsung, Soçi 2014 ün Kış Olimpiyat Oyunları tarihinin en yenilikçi ve sosyal erişimi en",teknoloji,teknoloji,0.966543436050415,spor,0.02972618117928505,0.93681725487113,True,Otomatik yönlendirme,Teknoloji haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Teknoloji haberleri editör masası birimine yönlendirildi.
"Ateş, Ivana Sert mb ANNE-OĞUL BERABER FİLM KEYFİ YAPTI v:? Cemiyet hayatının güzel kadınlarından Ivana Sert, oğlu Ateş le Kanyon da objektiflerimize yansıyan isimler arasındaydı. Ivana Hanım ve oğlu, alışveriş merkezinde film saatini beklerken küçük bir gezinti de yaptı. Oğluna meyveli fondu alan Ivana Hanım, daha sonra film izlemek üzere salona geçti. hA",magazin,magazin,0.9970484375953674,kültürsanat,0.002199386013671756,0.9948490515816957,True,Otomatik yönlendirme,Magazin editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Magazin editör masası birimine yönlendirildi.
72 işletmeyle el sıkıştık SEjVlEIROOGLU csemercioglu@hurriyet.com.tr Gürültü yasağı Hayko ya da var Madonna ya da Yaz keyfi. Cumartesi günü Madonna nın Londra konseri vardı. Belediye uyardı öncesinde; Konser saati 22.30u geçemez ... Eee geçerse ne olur? Ne olduğunu bir hafta önce bir başka konserde gösterdi belediye... Bruce Springsteen ve Paul McCartney konserinde saat 22.30 da cart diye fişi çek,kültürsanat,kültürsanat,0.9980777502059937,magazin,0.0011190776713192463,0.9969586725346744,True,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Deniz Kuvvetlerine Borajet Desteği Deniz Kuvvetleri Komutanlığı için üretilen ATR-72 lerin bakımı, Borajet tarafından sağlanacak. Bölgesel yolcu taşıma amaçlı kullanılan ATR serisi uçaklarının fabrika seviyesi ağır bakımlarını Türkiye de üstlenen Firma, Alenia Aermacchi ile bu konuda bir anlaşma imzaladı. Mühendislik, bakım ve lojistik desteğini 2016 yılına kadar Cengiz Topel Deniz Hava Üssü nde v",gündem,gündem,0.9980790615081787,ekonomi,0.0011895427014678717,0.9968895188067108,True,Otomatik yönlendirme,Gündem editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Gündem editör masası birimine yönlendirildi.
"Son dönemin en favori içeceklerinden smoothie ler havalı olduğu kadar besleyici de. Üstelik tüm diyet programlarının gözdesi bu içecekler detoks etkili. Sıcakyaz günlerinin vazgeçilmez lezzeti olan Smoothie tariflerimizle serinlerken, toksinlerinizden de arınacaksınız. tt l2m&itfmıltm-ifm —xn ıı MtjiıiM; ıwWıWll!Şeftali ve yeşi proteinler Bezelye proteini mucizesini henüz deneyimlemediyseniz, bu y",sağlık,sağlık,0.9988085031509399,kültürsanat,0.0003976430743932724,0.9984108600765467,True,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"Merhaba! EDİTÖRDEN Hoş geldiniz! Yardıma çağırıyorum Mustafa Koç u, ikinci kez; geçen yıl Kasım ayında da 29 Ekim 2009 daki yazısından alıntı yaparak, Cumhuriyet ten ne anlamamız gerektiğini sergilemiştim: - Cumhuriyet, toplumların tek kişi egemenliğinden kurtulduğu, bütün bireylerin yönetime katılabildiği ve söz sahibi olduğu yönetim biçimidir. - Egemenliğin halka ait olduğu devlet biçimidir. - C",kültürsanat,siyaset,0.8072877526283264,dünya,0.16868846118450165,0.6385992914438248,False,Editör kontrollü yönlendirme,Siyaset haberleri editör masası,True,Model güveni otomatik yönlendirme için yeterli değil veya kategori riskli grupta. Haber için önerilen kategori: siyaset. Siyaset haberleri editör masası birimine yönlendirme önerilir ancak editör kontrolü gereklidir.
"Ataşehir Platformu paneli 8 Aralık ta Ataşehir Platformu nun düzenlediği Yerel Seçimlerde Güçbirliği Paneli 8 Aralık saat 15 te Zübeydehanım Öğretmenevi nde yapılacak. Konuşmacılar İstanbul Barosu Başkanı Doç. Dr. Av. Ümit Kocasakal, CHP İstanbul Milletvekili Doç. Dr. Nur Serter, eski milletvekili Ufuk Söylemez, Aydınlık gazetesi yazan İlker Yücel ve ADD Marmara Sorumlusu Ümit Ülgen.ı",siyaset,siyaset,0.9991414546966553,kültürsanat,0.00038721488090232015,0.998754239815753,True,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"KIBRIS RUM KESİMİ VE ERMENİSTAN TURİZMDE İŞBİRLİĞİNE GİDİYOR Ermenistan Cumhurbaşkanı Serj Sarkisyan ın Kıbrıs Rum kesimine yaptığı ziyaret kapsamında, Kıbrıs Rum yönetimi ile Ermenistan arasında, siyasi, turizm, sağlık alanlarında işbirliği ve çifte vergilendirmenin önlenmesini öngören 4 işbirliği anlaşması imzalandı. Rum radyosunun haberine göre, Ermenistan Cumhurbaşkanı Sarkisyan ile Rum yöneti",dünya,dünya,0.9959467053413391,sağlık,0.002125562634319067,0.99382114270702,True,Otomatik yönlendirme,Dünya haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Dünya haberleri editör masası birimine yönlendirildi.
"1VJ3J A4DDIY1 deki Motor Problemi, Türkiye ye Teslimatı Geciktirmeyecek Portekiz in. 12 adet C295 uçağı tedarik etmesinden doğan yükümlülüklerini yerine getirmek için harekete geçen Airbus Military, 1 Ağustos ta, Portekiz Ekonomi Bakanlığı ve Portekiz den çeşitli firmalarla iş birliği sözleşmeleri imzaladı. Portekiz in başkenti Lizbon da, Portekiz savunma ve ekonomi bakanlarının da katılımı ile im",gündem,gündem,0.9996564388275146,ekonomi,7.501109212171286e-05,0.9995814277353929,True,Otomatik yönlendirme,Gündem editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Gündem editör masası birimine yönlendirildi.
"Geleceğin sağlık ihtiyaçlarına A kalite mobil çözümler Acıbadem Mobil Sağlık, günümüzün ve geleceğin sağlık ihtiyaçlarına yeni çözümler sunmak üzere yeniden yapılandı. Acıbadem Sağlık Grubu nun desteğiyle her geçen gün gelişen ve büyüyen Acıbadem Mobil Sağlık, yeni hizmet yapısını Evde, İşte, Yolda, Hayatın Her Anında Yanındayız! yaklaşımıyla sunuyor. Geleceğin sağlık hizmetlerindeki ihtiyaçları ş",sağlık,sağlık,0.9994687438011169,ekonomi,9.90166372503154e-05,0.9993697271638666,True,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"İsrail tepkisi MEMUR Sen Eskişehir Şubesi Engelliler Komisyonu Başkanı Harun Uluçınar, Gazze nin Beyt Lehiya kentinden engellilerin barındığı yaşam merkezini vuran İsrail in terörist devleti olduğunu belirtti. Uluçınar, Tüm dünyanın gözleri önünde, bebekleri, yaşlıları, kadınları, engelli masum insanlara yapılan katliamın ne savunulacak ne de sessiz kalınacak hiçbir yeri yoktur. Bu insanlık dramı ",dünya,dünya,0.9981215596199036,siyaset,0.0011053694179281592,0.9970161902019754,True,Otomatik yönlendirme,Dünya haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Dünya haberleri editör masası birimine yönlendirildi.
"DÜNYACA ÜNLÜ FİRMA 15 ÜNİVERSİTE ÖĞRENCİSİNİ İŞE ALIYOR Mastercard Türkiye pazarındaki başarısı nedeniyle, MasterCard Advisors global işe alım programının Avrupa merkezini 2016 yılında Türkiye de kurmaya karar verdi. Bu program çerçevesinde üniversitelerin lisans veya üst lisans programlarından mezun olacak 15 öğrenci yönetim danışmanlığı kadrosuna tam zamanlı olarak işe alınarak dünyanın farklı y",eğitim,eğitim,0.9983154535293579,kültürsanat,0.0005442638066597283,0.9977711897226982,True,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"(ff 3 Hiuıı tarihinde ön seci yapacak NEVŞEHİR (İHA) - Nevşehir de, CHP tarafından milletvekilliği adaylığı sıralaması için, 03 Nisan 2011 tarihinde ön seçim yapılacağı açıklandı. CHP Nevşehir il Başkanı Bülent Dağdibi yaptığı açıklamada, genel seçimler öncesinde partilerine milletvekilliği aday adaylığı için başvuruların 19 Mart 2011 tarihinde başladığını ve başvuruların 25 Mart 2011 tarihinde so",siyaset,siyaset,0.9994551539421082,ekonomi,0.00010339215805288404,0.9993517617840553,True,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"Konya nın kabusu Trabzon Torku Konyaspor. Trabzonspor la oynadığı son 3 maçından puan alamadı. Yeşil-Beyazlılar, lig genelinde rakibine karşı 25 maçta 6 galibiyet aldı, 5 kez de berabere kaldı. 14 maç ise BordoMavililer in üstünlüğüyle tamamlandı.",spor,spor,0.9997147917747498,sağlık,4.61447452835273e-05,0.9996686470294662,True,Otomatik yönlendirme,Spor haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Spor haberleri editör masası birimine yönlendirildi.
"Bursa nın rakibi belli oldu - rarfettfesIBMawtate :- ? - Avrupa Ligi birinci ön eleme turunda Makedonya temsilcisi Turnovo yu eleyen Gürcistan ekibi Chikhura, ikinci ön eleme turunda Bursaspor un rakibi oldu. Gürcistan ekibi, deplasmanda 1-0 kazandığı ilk maçın rövanşında, kendi seyircisi önünde Turnovo yu 3-1 lik skorla geçti. Bursaspor ile Chikhura nın karşılaşacağı ikinci ön eleme turunda ilk m",spor,spor,0.9997156262397766,dünya,4.883328438154422e-05,0.9996667929553951,True,Otomatik yönlendirme,Spor haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Spor haberleri editör masası birimine yönlendirildi.
"Kocaeli genelindeki spor müsabakalarında birçok kupa kazanan Kandıra METEM öğrencileri, kendilerine her türlü desteği veren Kandıra Belediye Başkanı Cengiz Kan a teşekkür ziyaretinde bulundu. ELEDİYENİN imkanları ölçütünde spora destek olmaya çalışan Kandıra Belediye Başkanı Cengiz Kan, bunun meyvelerini almanın mutluluğunu yaşıyor. Cengiz Kan ın her türlü desteği verdiği Kandıra Mesleki Teknik Eğ",eğitim,eğitim,0.997521698474884,spor,0.0010719530982896686,0.9964497453765944,True,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"Trafikten kaçış düğmesine ba IPhone ve IPad, trafikte da hayat kurtarıyor. Piranha nın trafik bilgisi de veren navigasyon hizmeti, şehir içi ve şehirlerarası yollarda çözüm yaratıyor Daha Net Görüntü... Geniş Alan Hakimiyeti Daha Detaylı Harita Görünümü. HD Ekran İstanbul trafiğinde çaresiz kalmamak için bilgi ekranları çok işe yarıyor. Bu bilgiler kimi zaman iPhone ya da iPad ekranında hayat kurt",teknoloji,teknoloji,0.9996340274810791,ekonomi,8.475744107272476e-05,0.9995492700400064,True,Otomatik yönlendirme,Teknoloji haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Teknoloji haberleri editör masası birimine yönlendirildi.
"TDK DAN KÜRTÇE SÖZLÜK Türk Dil Kurumu (TDK) Başkanı Mustafa Kaçalin, çalışmalarına 1,5 yıl önce başlanan Kürtçe sözlüğün tamamlandığını ve satışına başlandığını bildirdi, TDK Başkanı Kaçalin, AA muhabirine, anadilleri Kürtçe olan öğretim üyesi ve doktora öğrencilerinden oluşan komisyonun, Kırmançi lehçesiyle hazırladığı Kürtçe sözlüğe ilişkin bilgiler verdi. Kaçalin, Türkçe-Kürtçe bölümü 12 bini a",eğitim,eğitim,0.9627901911735535,siyaset,0.030591512098908424,0.932198679074645,True,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"Jolly Tur Tatil için plan aşaması önemlidir ve vakit varken bu aşamayı da geçip hızlı bir şekilde bavulunuzu hazırlamanız gerekiyor. Tatil severlerin yakından tanıdığı Jolly Tur, uygulamasıyla müşterilerinin tatile yönelik planları için önemli katkılar sağlıyor ve aynı zamanda pratik tatil imkanlarını kullanıcılarına sunuyor. Jolly Tur uygulaması ile otel ve tur detaylannı inceleyebilir, fotoğrafl",ekonomi,ekonomi,0.44496747851371765,dünya,0.4131634533405304,0.031804025173187256,True,Manuel sınıflandırma gerekli,Ekonomi haberleri editör masası,True,"Modelin güven skoru düşük. Haber otomatik yönlendirilmemeli, editör tarafından manuel incelenmelidir."
"Empati... Kurması bile zor! Karaman Anadolu Öğretmen Lisesi 10. Sınıf öğrencileri engelli bireylerin yaşadığı zorlukları anlamak adına Öğretmenlik Meslek Bilgisi Öğretmeni Zeynep Kaya önderliğinde bir empati etkinliği düzenledi. Bu etkinlikte beş gruba ayrılan öğrenciler bir gün boyunca gözleri, elleri, ayakları bağlı, kulakları tıkalı ve ağızlarında kalemle dolaştılar. Gün içerisinde çeşitli zorl",eğitim,eğitim,0.9990605711936951,kültürsanat,0.0002773469313979149,0.9987832242622972,True,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"Çalışma koşullan Hemşireleri meslek değiştirmeye zorluyor Sağlık-Sen tarafından, 12-18 Mayıs Hemşireler Haftası nedeni ile hemşire ve ebelerin tükenmişlik düzeylerinin araştırıldığı bir anket düzenlendi. Ülkemizin tüm bölgelerinde hemşire ve ebelerle yüz yüze gerçekleştirilen araştırma ilginç sonuçlar içeriyor Katılımcılara yöneltilen Mesleğinizi isteyerek mi seçtiniz? sorusunu çalışanların yüzde ",sağlık,sağlık,0.9899033308029175,ekonomi,0.008157957345247269,0.9817453734576702,True,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"Sead Hajrovic yedeğe yazıldı Akhisar Belediyespor Teknik Direktörü Hamza Hamzaoğlu, Almanya kampında denenen Arsenal li Sead Hajrovic i beğenmesine ?rağmen transferini erteledi. Bosna Hersek asıllı 20 yaşındaki stoperin son derece yetenekli bir oyuncu olduğunu dile getiren Hamzaoğlu, Şu aşamada stoper ihtiyacımız yok. Ayrıca yabancı kontenjanını orta saha ve forvette kullanmayı tercih ediyorum. An",spor,spor,0.9996801614761353,dünya,6.217996997293085e-05,0.9996179815061623,True,Otomatik yönlendirme,Spor haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Spor haberleri editör masası birimine yönlendirildi.
"LKJOmd BEŞİKTAŞ Kulübü Yöneticisi Yalçın Kaya Yılmaz ın eşi Aylin Yılmaz, yeni yaşını arkadaşlarıyla kutladı. Etiler deki Fenix Restaurant ta düzenlenen kutlamada Aylin Hanım ı yakın dostları yalnız bırakmadı. Sosyal yaşamın renkli isimlerinden birçok hanımın hazır bulunduğu öğle yemeğinde, Aylin Yılmaz pasta kesimini arkadaşlarıyla birlikte gerçekleştirdi. Revna Demirören ve Sitare Akdilek in de ",magazin,magazin,0.9939284324645996,kültürsanat,0.0034627765417099,0.9904656559228897,True,Otomatik yönlendirme,Magazin editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Magazin editör masası birimine yönlendirildi.
"YENİLENEBİLİR ENER] JORGEN RANDERS: DAHA İYİ RİR GELECEK MÜMKÜN Smdmıüebüulık, ıklım stratejileri ve küresel öngörü uzmanı Jorgen Randers, 150. Yıl etkmlıkleıı çerçevesinde Boğaziçi Ümversitesi nin konuğu oldu Randers daha önce çeşitli çalışmalaıında da ele aldığı Büyümenin Şuurları üzerine yaptığı konferansta Dünya mn geleceği lıakkuıda açıklamalarda bulundu. Boğaziçi Üniversitesi 150 Yıl ve Endü",teknoloji,ekonomi,0.7447996139526367,teknoloji,0.22328342497348785,0.5215161889791489,False,Editör kontrollü yönlendirme,Ekonomi haberleri editör masası,True,Model güveni otomatik yönlendirme için yeterli değil veya kategori riskli grupta. Haber için önerilen kategori: ekonomi. Ekonomi haberleri editör masası birimine yönlendirme önerilir ancak editör kontrolü gereklidir.
"ENKLI PARTİ ? ÖZLEM Yıldız, önceki gün yakın dostu Hande Acar ın oğlu Aslan için düzenlediği yaş günü partisine katıldı. Oğlu Demirle partide çok eğlenen güzel sunucu, kendisine taktığı pembe ve oğluna taktığı san perukla poz verdi. I ZZZZZÜ- -I",magazin,magazin,0.9973378777503967,kültürsanat,0.0019161509117111564,0.9954217268386856,True,Otomatik yönlendirme,Magazin editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Magazin editör masası birimine yönlendirildi.
"Financial Times, Erdoğan ın Köşk adaylığını başyazıda yorumladı Seçilirse Türkiye yi iyiye götürmeyecek İngiliz gazetesi, Başbakan ın adaylığının yanlış bir karar olduğunu yazdı ve şöyle uyardı: Erdoğan ın reisicumhurluğu Atatürk ten ziyade Putin gibi olacak T FT ürkiye, cumhurbaşkanlığı seçimi için start verdi. Başbakan Erdoğan ın Köşk e aday olması muhalifler kadar dış basının da tepkisini çekti",dünya,dünya,0.9352657198905945,siyaset,0.061232421547174454,0.87403329834342,True,Editör kontrollü yönlendirme,Dünya haberleri editör masası,True,Model güveni otomatik yönlendirme için yeterli değil veya kategori riskli grupta. Haber için önerilen kategori: dünya. Dünya haberleri editör masası birimine yönlendirme önerilir ancak editör kontrolü gereklidir.
Hafta içi etkinliklerini sakın kaçırmayın! Ih Âm urat DJSuat AteşdağlıM Yılmazyıldırım Support V LfLLjL -Mabbas Yer: Hiç Saat: 21.00 Jehan Barbur TEKİRDAĞ Club Çevriye Saat-- 20.00 Namık Kemal UniFest KONYA BURSA Yer: Hayal Kahvesi Saat: 21.30 İSTANBUL Yer: Babylon Lounge Saat: 21.00 İZMİR Yer: The Radio Saat: 22.30S,kültürsanat,kültürsanat,0.5104888677597046,magazin,0.48585546016693115,0.024633407592773438,True,Manuel sınıflandırma gerekli,Kültür-sanat editör masası,True,"Modelin güven skoru düşük. Haber otomatik yönlendirilmemeli, editör tarafından manuel incelenmelidir."
