short_content,true_category,predicted_category,confidence,second_predicted_category,second_confidence,top2_margin,is_correct,agent_decision,assigned_route,needs_human_review,agent_explanation
"İyi Kitapta bu ay. Eylül ayına girerken okulların açılma hazırlığı tüm hızıyla sürüyor. Bu sayımızda okulda çok yardımcı olacak iki başvuru kitabımız var. Gökyüzünde Neler Oluyor, hava ve iklimle ilgili coğrafya konularını başarılı interaktif tasarımıyla bir oyun kolaylığında anlatırken, Yaşam ve Evren Hakkında Merak Ettiklerimiz bilimsel ve felsefi sorular üzerine düşünmeyi teşvik ediyor. Optimis",sağlık,kültürsanat,0.9971176385879515,sağlık,0.0010616487124934,0.9960559898754582,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Alınganlar cumhuriyetinin tazminatı ?Hayatla ilgili hassasiyetleri tepesindeki buluttan nem kapmakla sınırlı olan milletimin insanlarına gün doğdu. ?Elinde çekiçle dolaşanların gördüğü her şeyi çiviye benzetmesinden kaynaklanan algılama yapısına sahip olanlar için artık her gün bayram. ?Çünkü bu hassasiyetleri artık onlara para da kazandıracak. ?Yargıtay, Orhan Pamuk un yabancı bir dergiye söyledi",dünya,siyaset,0.9800258874893188,dünya,0.015518213622272,0.9645076738670468,False,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"Muhsin Yazıcıoğlu dualarla anıldı Büyük Birlik Partisinin (BBP) merhum Genel Başkam Muhsin Yazıcıoğlu, Simav ilçesinde dualarla anıldı. BBP Simav İlçe Teşkilatı tarafından Muhsin Yazıcıoğlu anısına Cumhuriyet Meydanında düzenlenen etkinliğe katılanlara pilav ve ayran ikram edildi. Burada, idam cezasının geri gelmesi için başlatılan imza kampanyasına destek istendi. Programda Yazıoğlu için dualar e",kültürsanat,siyaset,0.99923574924469,kültürsanat,0.0003203515079803,0.9989153977367096,False,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"Mel is Mpliii Anlamsız Hipster Lığın da bir sının olmalı, öyle değil mi? Bu fotoğrafa bakınca aklımdan sadece bu geçiyor. Yani beden eğitimi dersinde değilseniz... AVM defink atıyorsanız... Bu kıyafetin anlamı nedir? Bir anlamı yok bence. Sırf karmaşa.",magazin,eğitim,0.9421467185020448,kültürsanat,0.0383186303079128,0.903828088194132,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"MHP den GTO ya ziyaret MHP Kocaeli İl Başkanı Aydın Ünlü ve MHP Kocaeli Büyükşehir Belediyesi Başkan Adayı Saffet Sancaklı ile parti teşkilatından üyeler Gebze Ticaret Odası na ziyarette bulundu. Görüşmede, yerel ve ulusal gündemdeki konular karşılıklı olarak değerlendirildi. Adaylık sürecindeki çalışmalarıyla ilgili açıklamalarda bulunan Sancaklı, parti teşkilatında son zamanlarda bir bütünleşme ",ekonomi,siyaset,0.999169945716858,ekonomi,0.0002773672749754,0.9988925784418824,False,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"Ağaoğlu sevgilisinden ayrıldı işadamı Ali Ağaoğlu, 475 bin.liralık Tesla Roadster otomobilini, söz verdikten 43 gün sonra İTÜ ye bağışlarken, Sevgilimden ayrılmış gibi hissediyorum dedi. ? Pınar KARAHAN mm TOMOBİL tutkunu Ali il ? ? Ağaoğlu nun garajındamm m m ki elektrikle çalışan Tes la Roadster, artık resmen İTÜ nün oldu. 21 Şubat ta, İTÜ Endüstri Mühendisliği Öğrenci Sempozyumu tararından Yılı",eğitim,teknoloji,0.9944854378700256,ekonomi,0.0017751372652128,0.9927103006048128,False,Otomatik yönlendirme,Teknoloji haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Teknoloji haberleri editör masası birimine yönlendirildi.
"Muş a 5 kütüphane MU istanbul Ticaret Üniversitesi Üretim Araştırmaları Kulübü, Düş Kütüphaneleri Projesi kapsamında Muş taki Farabi imam Hatip Ortaokulu, Hasköy Alparslan Ortaokulu, Korkut 75. Yıl İlkokulu, Varto Anadolu Lisesi ve Malazgirt Şehit Yusuf Ulaş Anadolu imam Hatip Lisesi ne kütüphaneler açtı. Projenin Muş ayağım yötenen Salih Zeki Aydın, beş yıllık kulübün toplam 16 kütüphane kurduğun",eğitim,kültürsanat,0.9803338646888732,eğitim,0.0156819373369216,0.9646519273519516,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Han Sai Por un eserleri... Singapurlu heykeltıraş Han Sai Por 19 Temmuz 1943 te doğdu. Sırasıyla, East Ham Sanat Koleji, VVolverhampton Sanat Koleji (şimdi VVolverhampton Üniversitesi Sanat ve Dizayn Okulu) ve Lincoln Üniversitesinden,Yeni Zelanda mezun olmuştur. -1997 detam zamanlı sanatçılığa başlamasından önce NAFA, LASALLE-SIA Sanat Koleji ve Ulusal Eğitim Enstitüsü, Nanyang Teknoloji Üniversi",eğitim,kültürsanat,0.998668909072876,magazin,0.0004632260242942,0.9982056830485816,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"AİLE GÜNÜNDE TOPLANDILAR İLAÇ sektöründe faaliyet gösteren Sanofi, çalışanlarını aile günü etkinliğinde bir araya getirdi. Fransız Bahçeleri nde yapılan etkinlikte Sanofi çalışanlarına eşleri, çocukları ve sevdikleri de eşlik etti. Organizasyona İstanbul merkez ofis çalışanları ile İstanbul da ikamet eden saha ekibi ve aileleri olmak üzere toplam 720 kişi katılırken, eş zamanlı olarak Türkiye gene",kültürsanat,ekonomi,0.9891248941421508,kültürsanat,0.0065750437788665,0.9825498503632843,False,Otomatik yönlendirme,Ekonomi haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Ekonomi haberleri editör masası birimine yönlendirildi.
"Sanata dijital dokunuş: Digital Revolution Avrupa nın en değerli sanat merkezlerinden Barbıcan Centre ın yarattığı Digital Revolution sergisi, Zorlu Holding in ana sponsorluğunda, Zorlu Performans Sanatları Merkezi nde açıldı. Vestel in de destekçisi olduğu sergi, Londra, Stokholm ve Atina nın hemen ardından istanbul a taşındı. Zorlu PSM nin yeni sergi alanı Sky Lounge da ziyaret edilebilecek Digi",teknoloji,kültürsanat,0.9978867173194884,teknoloji,0.0006893291720189,0.9971973881474696,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Michael Richard SCHRAML Sheraton LUGAL Hazırlayan: FJiral TEKİNCE btekince@5avunmahaber.com Soldan Sağa: Baden-Württemberg Eyaleti Başbakan Yardımcısı ve Maliye ve Ekonomi Bakanı Nils Schmid, Baden-VVürttemberg Eyaleti Şarap Güzeli, Bayan Erdmann, Bayan Schmid, Türkiye Cumhuriyeti Dışişleri Bakanlığı Müsteşar Vekili Ahmet Muhtar Gün, Almanya Büyükelçisi Martin Erdmann Almanya Mll Günü nde Yakın İl",gündem,dünya,0.9983900785446168,gündem,0.0005836500786244,0.9978064284659922,False,Otomatik yönlendirme,Dünya haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Dünya haberleri editör masası birimine yönlendirildi.
KÜRESEL AKTÖR İSTANBUL GLOBAL ACTOR İSTANBUL o Borsa istanbul. İstanbul un küresel finans merkezi olmasına New York ta katkı sağladı. 0 Sorsa İstanbul has contributed in New York Citv to Isianbul s becoming a global financial center. BORSA İSTANBUL OBİLGİİİNFO NEWY0RK 22 23 O İstanbul un bölgesel ve uluslararası bir finans merkezi olması vizyonu doğrultusunda Borsa İstanbul ve İstanbul Finans Merk,teknoloji,ekonomi,0.9986722469329834,teknoloji,0.0005269136163406,0.9981453333166428,False,Otomatik yönlendirme,Ekonomi haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Ekonomi haberleri editör masası birimine yönlendirildi.
"Minik Kırgız tarihe geçti Kırgızistanlı 10 yaşındaki Erbol Atabaev, Avrupa, Asya ve Güney Amerika dan gelen 300 gencin arasından seçilerek Barcelona nın altyapısına girmeyi basardı. AZAMATDAMIR BERLİN ? Messi, Ronaldinho, Beckham I gibi dünyaca ünlü futbolcuları yetiştiren Barcelona nın altyapısına ilk kez eski Sovyet ülkelerinden bir minik futbolcu davet edildi. Kırgızistanlı 10 yaşındaki Erbol A",dünya,spor,0.9974241256713868,dünya,0.0018757743528112,0.9955483513185754,False,Otomatik yönlendirme,Spor haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Spor haberleri editör masası birimine yönlendirildi.
"Türkiye dünya miras komitesi üyesi Em PHI Türkiye 121 oy alarak, 2013-2017 dönemi için BM Eğitim, Bilim ve Kültür Teşkilatı UNESCO nun önemli organlarından olan Dünya Miras Komitesi üyeliğine seçildi. Türkiye 19 Kasım da gerçekleştirilen seçimlerde 121 oy alarak, 2013-2017 dönemi için BM Eğitim, Bilim ve Kültür Teşkilatı UNESCO nun önemli organlarından olan Dünya Miras Komitesi üyeliğine seçildi. ",dünya,kültürsanat,0.9040576219558716,dünya,0.0907366648316383,0.8133209571242332,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"KempınsKi ye yeni genel müdür Çırağan Palace Kempınski istanbul a, lüks konaklama sektöründe tecrübe sahibi bir ısım olan Ralph Radtke genel müdür olarak atandı. Kempınski grubuna Lüksemburg da bulunan Sofitel Luxury Hotels & Resorts dan transfer olan. 58 yaşındaki Alman vatandaşı Radtke. otel endüstrisinde 30 yıldan fazla profesyonel tecrübeye sahip. Radtke, posizyonu. oteli beş yıldır başarıyla ",kültürsanat,ekonomi,0.9972422122955322,kültürsanat,0.0015410056803375,0.9957012066151948,False,Otomatik yönlendirme,Ekonomi haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Ekonomi haberleri editör masası birimine yönlendirildi.
"Kim Olduğunu Keşfetmek İster misin? S Bey in Gücü Chizuru NAGOYA Naturaji ilmi, karmaşık bir sistem uygular ve okuyucunun soru ve yanıt arasında kuracağı mantık bağını devre dışı bırakarak, onun temelindeki gizli kalan yönleri açığa çıkartır. Bu yöntemden kimse kaçamaz. Bundan dolayı, Naturaji bir çeşit büyü ile çalışır ve insanın kendinden kaçmasını engelleyecek yöntemleri kullanır. Naturaji için",sağlık,teknoloji,0.9485891461372375,kültürsanat,0.0273380000144243,0.9212511461228132,False,Otomatik yönlendirme,Teknoloji haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Teknoloji haberleri editör masası birimine yönlendirildi.
"Kısırlastır Geçende 2 arkadaşımdan soru geldi, neden kısırlaştırarak yuvalandırdığımıza dair . Açıklayacağım demiştim. Burada açıklayayım ki başka soru işareti olanlar varsa onlara da anlatmış olayım. Sizler bir hayvan evlat edindiğinizde onun cinsel istekleri tatmin olsun, anneliği babalığı tatsın istersiniz. Bunun onların en doğal hakkı olduğunu düşünürsünüz. Halbuki; 1- Hayvanlar bizler gibi se",kültürsanat,sağlık,0.9960634112358092,kültürsanat,0.0019182555843144,0.9941451556514947,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"haber Intelligent Hospital Systems, Simeks ile Türkiye deki Tek Yetkili Distribütör Sözleşmesi Yaptığını Duyurdu Hastane ve hastane altyapı çözümleri konusunda uzman Simeks, uluslararası distribütörlük anlaşmalarına bir yenisini daha ekledi. RIVA tam otomatik IV birleştirme (compounder) sistemi üreticisi Intelligent Hospital Systems (IH Systems), 24 Haziran 2014 tarihinde Türkiye-lstanbul merkezli",sağlık,teknoloji,0.99816232919693,gündem,0.0007383372867479,0.997423991910182,False,Otomatik yönlendirme,Teknoloji haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Teknoloji haberleri editör masası birimine yönlendirildi.
"J.İ1 Grand Pasha kapılarını açtı Kasım ayından bu yana misafir ağırlayan Akdeniz in en yeni 5 yıldızlı oteli Grand Pasha, şimdiden Girne nin en lüks SPA merkezleri arasındaki yerini aldı. 128 odalı tesis, bir sağlık ve dinçleşme merkezi olarak öne çıkıyor. hotel restaurant & hi-tech Kasım 2013 tarihi itibarı ile misafir ağırlamaya başlayan Grand Pasha Gırne, Akdeniz in incisi Kuzey KıbrısTürk Cumh",kültürsanat,sağlık,0.9949971437454224,kültürsanat,0.0030559240840375,0.9919412196613848,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"Açıkhava Reklamcılığı na Dair Limitsiz Seçenek! Açıkhava reklamcılığında kullanılan teknoloji ve ürünlere dair limitsiz seçenek ve olanakların bir araya geldiği tek uluslararası etkinlik SIGN İstanbul, 1-4 Aralık 2011 de Tüyap Fuar ve Kongre Merkezinde açılıyor! Aktüel 2010 yılında 62 ülkeden 18.456 profesyonel ziyaretçi ağırlayan SIGN İstanbul, bu yıl 20.000 profesyonel ziyaretçiyi hedefliyor. Şi",ekonomi,teknoloji,0.9831719398498536,ekonomi,0.010589612647891,0.9725823272019624,False,Otomatik yönlendirme,Teknoloji haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Teknoloji haberleri editör masası birimine yönlendirildi.
"Ali Rıza Paşa nın Torunu: Hüseyin Kamil Dilaverler Aynı Zamanda Bir Sanat Tutkunu Hüseyin Kamil Dilaverler in bahanesi Rabia Dilaverler; onun da babası meşhur Ali Rıza Paşa.. Hüseyin Bey, Bahariye de, Bahariye Sanat Galerisi nin bulunduğu binada yaşıyor. Hayatı Ali Rıza 1860 yılında İstanbul da doğdu. Jandarma Binbaşısı Tahir Efendi nin oğludur. 1886 yılında Mekteb-i Harbiye den mezun oldu. 1897 O",dünya,kültürsanat,0.9985675811767578,magazin,0.0005794569151476,0.9979881242616102,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Croatia receives bids for fighter aircraft 7ı ü!.!ı rı.ı: ;, On 3 oı ılılın thedeadhne for the submıssıon of proposals for a (ightcr aircraft for Croatia epırcd. 75 day satıcı rhey WCH requesıedon20hıly Evaluanon of the proposals recelved ıs expected to nkc tvo nıonths. lookıng aı aıtcraft capabılıtıes thcpartncıshıpwıththcproposıngcountry ıhepnceofıhe packageofTered.andıelated ındustnal co-operat",teknoloji,gündem,0.9903205037117004,teknoloji,0.0069894012995064,0.983331102412194,False,Otomatik yönlendirme,Gündem editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Gündem editör masası birimine yönlendirildi.
"Bilginin Big 5 i ?Mi İstanbul BilgKlnıversitesi Bilgili Girişimciler Kulübü tarafmdan bugün düzenlenen Big 5 etkinliğinde, farklı sektörlerde faaliyet gösteren 5 şirketin yöneticilerini, o koltukta oturmak için verdikleri sınavları, sektöre bireysel ve kufumsal bakış açılarıyla birlikte girişimcilik hikayelerini anlatacaklar Etkinliğin ardından düzenlenecek kokteylde öğrenciler şirket yöneticileri",ekonomi,eğitim,0.9456182718276978,kültürsanat,0.025961423292756,0.9196568485349416,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"Spago ya iki ödül Dünyaca ünlü şef VVolfgang Puck ın Amerika dışında ilk kez İstanbul da açtığı Spago, Time Out İstanbul Yeme İçme Ödüllerinde, halk oylaması sonucunda En İyi Teras ödülüne layık görüldü. 14 Ocak akşamı Zorlu Center PSM de düzenlenen ödül töreni, 15. yılına özel 15 farklı kategoride gerçekleştirildi. Spago İstanbul, mekan, com tarafından düzenlenen ödül töreninde ise, çiftlikten mu",magazin,kültürsanat,0.9906790852546692,magazin,0.0082512907683849,0.9824277944862844,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Antalya Barosu: KADINI KUCAĞINA İTER A NTALYA Barosu Kadın Hakları lu ndan, Anayasa Mahkemesi nin resmi nikahtan önce yapılan dini nikahın cezalandırılmasına ilişkin hükmü iptal kararı üzerine yapılan açıklamada, dinsel ve geleneksel uygulamaların kötüye kullanılması suretiyle kadınların şiddetin kucağına itilme tehlikesiyle baş başa olduğu belirtildi. Kurul tarafından yapılan yazılı açıklamada, A",dünya,siyaset,0.9937026500701904,eğitim,0.0014435519697144,0.992259098100476,False,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"Iskur dan mesleki eğitim kursları Çanakkale Çalışma ve İş Kurumu İl Müdürlüğü tarafından mesleki eğitim kursu düzenlendi. 02 Haziran - 24 Eylül tarihleri arasında 10 bayan ve 2 bay kursiyerin katılımı ile gerçekleştirilen kursu ziyaret eden Çalışma ve İş Kurumu İl Müdürü Ali Çalışkan, kursiyerlerle sohbet etti. Çalışkan, İlimizde işgücü piyasasının önemli bir bölümünü tarım ve hizmet sektörleri ol",ekonomi,eğitim,0.9943888783454896,ekonomi,0.0042752060107886,0.9901136723347008,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"Hafize Yuca Eczacı, iyi bir anlatıcı olmalı. 99 Farmakognozi Ana Bilim Dalı Araştırma Görevlisi En Sevdiği Ders: Farmakognozi En Etkilendiği Hoca: Prof. Dr. Zühal Güvenalp İi Neden eczacılık fakültesini tercih ettiniz? Her zaman sağlık alanında çalışmak istiyordum. Tıp ve eczacılık arasında kalmıştım. Sınav puanıma göre eczacılığı tercih edebiliyordum ve bu şekilde eczacılık fakültesine başladım. ",eğitim,sağlık,0.9817222952842712,eğitim,0.0151542397215962,0.966568055562675,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
